movieId,n_i,popularity_pct
102103,1,0.0
102107,2,0.0
102109,2,0.0
102111,6,0.0
102113,4,0.0
102115,5,0.0
102119,1,0.0
102121,1,0.0
102123,639,0.46
102125,1862,1.34
102127,8,0.01
102131,2,0.0
102138,2,0.0
102152,5,0.0
102154,32,0.02
102158,1,0.0
102160,41,0.03
102165,22,0.02
102167,6,0.0
102171,2,0.0
102174,2,0.0
102176,2,0.0
102178,2,0.0
102180,3,0.0
102188,2,0.0
102190,5,0.0
102194,560,0.4
102199,3,0.0
102201,2,0.0
102208,1,0.0
102213,2,0.0
102217,50,0.04
102219,1,0.0
102221,1,0.0
102224,1,0.0
102231,19,0.01
102233,1,0.0
102235,4,0.0
102242,7,0.01
102245,10,0.01
102248,2,0.0
102250,2,0.0
102252,4,0.0
102263,2,0.0
102265,2,0.0
102267,5,0.0
102269,1,0.0
102273,2,0.0
102275,3,0.0
102278,11,0.01
102280,5,0.0
102282,3,0.0
102284,1,0.0
102286,15,0.01
102290,4,0.0
102294,13,0.01
102297,1,0.0
102299,5,0.0
102303,3,0.0
102305,1,0.0
102323,1,0.0
102325,2,0.0
102332,1,0.0
102338,4,0.0
102340,1,0.0
102342,1,0.0
102352,1,0.0
102354,15,0.01
102356,11,0.01
102360,1,0.0
102364,2,0.0
102367,3,0.0
102369,7,0.01
102371,2,0.0
102373,2,0.0
102376,2,0.0
102378,13,0.01
102388,1,0.0
102390,8,0.01
102396,10,0.01
102399,1,0.0
102403,2,0.0
102407,614,0.44
102411,1,0.0
102413,3,0.0
102415,1,0.0
102419,1,0.0
102421,1,0.0
102425,2,0.0
102429,1,0.0
102432,5,0.0
102434,2,0.0
102436,2,0.0
102443,1,0.0
102445,1971,1.42
102447,1,0.0
102450,1,0.0
102459,1,0.0
102463,1,0.0
102469,19,0.01
102477,2,0.0
102479,5,0.0
102481,286,0.21
102483,2,0.0
102485,4,0.0
102487,1,0.0
102495,3,0.0
102497,2,0.0
102499,2,0.0
102509,1,0.0
102514,3,0.0
102517,7,0.01
102521,5,0.0
102523,1,0.0
102526,1,0.0
102529,1,0.0
102533,8,0.01
102535,8,0.01
102541,2,0.0
102544,2,0.0
102553,1,0.0
102557,4,0.0
102588,85,0.06
102590,8,0.01
102596,3,0.0
102598,1,0.0
102602,9,0.01
102604,11,0.01
102660,7,0.01
102662,12,0.01
102664,2,0.0
102666,27,0.02
102672,2,0.0
102675,2,0.0
102677,4,0.0
102682,6,0.0
102684,167,0.12
102686,343,0.25
102688,3,0.0
102716,284,0.21
102720,149,0.11
102735,7,0.01
102739,1,0.0
102742,1,0.0
102747,6,0.0
102749,3,0.0
102751,1,0.0
102753,116,0.08
102758,3,0.0
102760,6,0.0
102762,3,0.0
102765,1,0.0
102777,2,0.0
102779,2,0.0
102781,3,0.0
102783,3,0.0
102792,68,0.05
102794,1,0.0
102796,1,0.0
102798,8,0.01
102800,256,0.18
102802,30,0.02
102804,4,0.0
102807,4,0.0
102817,4,0.0
102819,127,0.09
102826,5,0.0
102828,3,0.0
102830,2,0.0
102841,1,0.0
102843,2,0.0
102848,5,0.0
102850,2,0.0
102852,3,0.0
102854,14,0.01
102856,6,0.0
102858,7,0.01
102860,2,0.0
102862,2,0.0
102868,4,0.0
102870,2,0.0
102874,1,0.0
102876,6,0.0
102880,275,0.2
102882,1,0.0
102895,1,0.0
102897,2,0.0
102899,2,0.0
102901,2,0.0
102903,844,0.61
102905,50,0.04
102908,3,0.0
102910,2,0.0
102912,3,0.0
102917,1,0.0
102920,8,0.01
102922,17,0.01
102924,6,0.0
102941,14,0.01
102943,1,0.0
102949,3,0.0
102951,6,0.0
102953,4,0.0
102956,9,0.01
102961,1,0.0
102963,1,0.0
102965,2,0.0
102967,2,0.0
102969,1,0.0
102972,1,0.0
102974,6,0.0
102976,2,0.0
102978,7,0.01
102980,1,0.0
102984,5,0.0
102986,2,0.0
102989,6,0.0
102991,31,0.02
102993,410,0.3
102995,2,0.0
102997,1,0.0
103003,1,0.0
103006,3,0.0
103008,2,0.0
103010,1,0.0
103017,20,0.01
103022,8,0.01
103027,98,0.07
103030,12,0.01
103032,3,0.0
103036,1,0.0
103040,4,0.0
103042,1120,0.81
103044,2,0.0
103048,163,0.12
103050,4,0.0
103052,2,0.0
103055,53,0.04
103057,11,0.01
103059,23,0.02
103064,2,0.0
103066,3,0.0
103068,1,0.0
103071,1,0.0
103075,218,0.16
103078,3,0.0
103081,7,0.01
103083,35,0.03
103085,20,0.01
103087,1,0.0
103089,1,0.0
103091,1,0.0
103101,2,0.0
103103,1,0.0
103105,5,0.0
103107,85,0.06
103112,1,0.0
103114,2,0.0
103116,3,0.0
103118,1,0.0
103120,4,0.0
103130,2,0.0
103132,1,0.0
103135,1,0.0
103137,174,0.13
103139,1,0.0
103141,740,0.53
103143,1,0.0
103150,6,0.0
103164,3,0.0
103166,4,0.0
103171,7,0.01
103175,1,0.0
103182,2,0.0
103186,1,0.0
103190,5,0.0
103203,14,0.01
103206,1,0.0
103208,9,0.01
103210,18,0.01
103212,2,0.0
103219,43,0.03
103221,12,0.01
103224,1,0.0
103226,3,0.0
103228,1026,0.74
103233,20,0.01
103235,135,0.1
103237,5,0.0
103249,954,0.69
103253,944,0.68
103255,34,0.02
103257,3,0.0
103259,5,0.0
103266,4,0.0
103269,6,0.0
103271,4,0.0
103273,4,0.0
103275,27,0.02
103277,18,0.01
103279,73,0.05
103282,2,0.0
103286,2,0.0
103288,6,0.0
103290,1,0.0
103292,2,0.0
103294,1,0.0
103299,39,0.03
103301,5,0.0
103303,2,0.0
103306,200,0.14
103308,5,0.0
103315,62,0.04
103317,2,0.0
103319,21,0.02
103322,1,0.0
103324,3,0.0
103328,2,0.0
103330,3,0.0
103333,1,0.0
103335,783,0.57
103339,283,0.2
103341,662,0.48
103343,4,0.0
103359,1,0.0
103361,2,0.0
103363,5,0.0
103366,63,0.05
103368,3,0.0
103370,1,0.0
103372,317,0.23
103374,1,0.0
103380,1,0.0
103382,3,0.0
103384,326,0.24
103386,10,0.01
103388,4,0.0
103406,1,0.0
103411,2,0.0
103413,1,0.0
103418,2,0.0
103420,1,0.0
103422,4,0.0
103424,1,0.0
103433,1,0.0
103435,1,0.0
103437,5,0.0
103439,11,0.01
103444,43,0.03
103446,2,0.0
103449,19,0.01
103452,7,0.01
103454,9,0.01
103460,2,0.0
103462,3,0.0
103465,7,0.01
103474,23,0.02
103476,3,0.0
103478,3,0.0
103481,3,0.0
103483,49,0.04
103487,3,0.0
103489,2,0.0
103493,12,0.01
103498,1,0.0
103500,1,0.0
103502,3,0.0
103506,6,0.0
103515,2,0.0
103517,1,0.0
103519,1,0.0
103521,8,0.01
103523,3,0.0
103525,6,0.0
103528,5,0.0
103534,5,0.0
103536,2,0.0
103539,213,0.15
103541,45,0.03
103543,27,0.02
103545,2,0.0
103547,5,0.0
103549,18,0.01
103551,1,0.0
103554,52,0.04
103557,1,0.0
103559,1,0.0
103561,10,0.01
103563,1,0.0
103567,1,0.0
103570,1,0.0
103572,10,0.01
103574,8,0.01
103576,2,0.0
103590,1,0.0
103593,2,0.0
103596,85,0.06
103598,2,0.0
103600,1,0.0
103602,8,0.01
103604,2,0.0
103606,97,0.07
103609,5,0.0
103611,2,0.0
103614,1,0.0
103617,1,0.0
103619,4,0.0
103621,33,0.02
103624,139,0.1
103626,2,0.0
103629,1,0.0
103631,1,0.0
103633,1,0.0
103635,2,0.0
103637,1,0.0
103639,25,0.02
103645,1,0.0
103647,2,0.0
103651,10,0.01
103653,2,0.0
103655,155,0.11
103657,5,0.0
103659,107,0.08
103661,7,0.01
103663,1,0.0
103665,14,0.01
103667,12,0.01
103669,30,0.02
103671,2,0.0
103673,1,0.0
103676,2,0.0
103681,3,0.0
103683,2,0.0
103685,28,0.02
103688,451,0.33
103690,1,0.0
103695,1,0.0
103721,21,0.02
103723,20,0.01
103727,61,0.04
103731,2,0.0
103736,20,0.01
103739,1,0.0
103741,2,0.0
103743,2,0.0
103745,5,0.0
103747,3,0.0
103749,5,0.0
103751,9,0.01
103753,1,0.0
103755,90,0.06
103759,2,0.0
103769,1,0.0
103772,645,0.47
103774,1,0.0
103776,5,0.0
103779,1,0.0
103784,7,0.01
103787,3,0.0
103790,1,0.0
103792,9,0.01
103794,2,0.0
103798,11,0.01
103801,134,0.1
103806,3,0.0
103808,11,0.01
103810,294,0.21
103813,11,0.01
103816,17,0.01
103819,17,0.01
103821,4,0.0
103823,3,0.0
103825,9,0.01
103827,2,0.0
103829,1,0.0
103831,1,0.0
103834,6,0.0
103836,2,0.0
103838,3,0.0
103840,1,0.0
103842,1,0.0
103846,1,0.0
103849,22,0.02
103851,1,0.0
103861,1,0.0
103863,3,0.0
103865,3,0.0
103867,35,0.03
103869,2,0.0
103871,2,0.0
103873,2,0.0
103875,1,0.0
103877,2,0.0
103881,1,0.0
103883,228,0.16
103908,5,0.0
103910,1,0.0
103912,1,0.0
103920,1,0.0
103923,1,0.0
103935,1,0.0
103966,1,0.0
103972,9,0.01
103974,5,0.0
103976,1,0.0
103978,2,0.0
103980,552,0.4
103982,18,0.01
103984,177,0.13
103986,1,0.0
103990,2,0.0
103994,1,0.0
103996,20,0.01
103998,2,0.0
104000,1,0.0
104002,1,0.0
104011,1,0.0
104013,2,0.0
104015,2,0.0
104017,2,0.0
104019,1,0.0
104028,1,0.0
104031,1,0.0
104033,3,0.0
104035,3,0.0
104039,1,0.0
104041,3,0.0
104043,1,0.0
104050,5,0.0
104054,2,0.0
104059,2,0.0
104061,1,0.0
104064,5,0.0
104066,3,0.0
104069,284,0.21
104072,10,0.01
104074,123,0.09
104076,43,0.03
104078,124,0.09
104085,5,0.0
104089,28,0.02
104091,3,0.0
104093,16,0.01
104097,12,0.01
104099,6,0.0
104101,2,0.0
104103,1,0.0
104116,2,0.0
104119,3,0.0
104123,10,0.01
104126,1,0.0
104129,39,0.03
104132,2,0.0
104135,5,0.0
104137,40,0.03
104139,3,0.0
104141,16,0.01
104144,21,0.02
104153,3,0.0
104155,35,0.03
104175,3,0.0
104177,8,0.01
104179,1,0.0
104181,3,0.0
104211,471,0.34
104213,1,0.0
104215,1,0.0
104218,89,0.06
104224,3,0.0
104226,3,0.0
104231,27,0.02
104233,3,0.0
104236,1,0.0
104239,1,0.0
104241,417,0.3
104243,307,0.22
104245,83,0.06
104247,6,0.0
104249,3,0.0
104266,2,0.0
104270,1,0.0
104272,225,0.16
104274,47,0.03
104280,5,0.0
104283,161,0.12
104285,2,0.0
104294,2,0.0
104298,7,0.01
104301,2,0.0
104303,144,0.1
104307,1,0.0
104309,1,0.0
104312,95,0.07
104314,4,0.0
104317,1,0.0
104319,7,0.01
104321,13,0.01
104323,20,0.01
104331,1,0.0
104335,2,0.0
104337,218,0.16
104339,145,0.1
104345,1,0.0
104350,13,0.01
104354,1,0.0
104356,14,0.01
104361,38,0.03
104363,1,0.0
104368,4,0.0
104370,1,0.0
104372,1,0.0
104374,728,0.53
104376,1,0.0
104379,9,0.01
104384,9,0.01
104386,7,0.01
104388,3,0.0
104390,3,0.0
104392,4,0.0
104406,20,0.01
104408,3,0.0
104412,1,0.0
104414,2,0.0
104419,48,0.03
104421,7,0.01
104423,8,0.01
104431,8,0.01
104436,1,0.0
104438,1,0.0
104441,80,0.06
104449,1,0.0
104451,1,0.0
104453,1,0.0
104457,97,0.07
104459,2,0.0
104462,1,0.0
104464,1,0.0
104472,1,0.0
104480,1,0.0
104489,2,0.0
104491,1,0.0
104495,1,0.0
104498,2,0.0
104506,4,0.0
104508,2,0.0
104513,5,0.0
104518,8,0.01
104520,20,0.01
104524,2,0.0
104526,2,0.0
104540,3,0.0
104542,2,0.0
104544,2,0.0
104546,4,0.0
104552,7,0.01
104556,3,0.0
104561,5,0.0
104563,4,0.0
104576,8,0.01
104581,1,0.0
104583,14,0.01
104588,1,0.0
104590,3,0.0
104595,3,0.0
104597,4,0.0
104599,4,0.0
104601,5,0.0
104604,4,0.0
104606,2,0.0
104608,4,0.0
104610,3,0.0
104612,2,0.0
104625,2,0.0
104627,2,0.0
104629,1,0.0
104631,35,0.03
104633,1,0.0
104636,15,0.01
104638,5,0.0
104640,1,0.0
104642,2,0.0
104644,2,0.0
104662,2,0.0
104664,1,0.0
104667,2,0.0
104669,7,0.01
104671,5,0.0
104673,1,0.0
104675,1,0.0
104677,3,0.0
104680,3,0.0
104685,9,0.01
104689,3,0.0
104691,3,0.0
104693,1,0.0
104698,1,0.0
104701,1,0.0
104712,31,0.02
104719,1,0.0
104721,1,0.0
104723,3,0.0
104726,5,0.0
104728,9,0.01
104731,2,0.0
104733,4,0.0
104736,36,0.03
104741,2,0.0
104743,1,0.0
104746,2,0.0
104757,10,0.01
104760,20,0.01
104762,9,0.01
104764,1,0.0
104767,1,0.0
104769,1,0.0
104772,1,0.0
104774,1,0.0
104776,4,0.0
104778,2,0.0
104780,6,0.0
104784,2,0.0
104795,1,0.0
104798,2,0.0
104800,1,0.0
104803,8,0.01
104805,1,0.0
104807,9,0.01
104809,3,0.0
104813,2,0.0
104815,1,0.0
104817,1,0.0
104823,1,0.0
104827,2,0.0
104829,6,0.0
104832,2,0.0
104835,1,0.0
104837,1,0.0
104839,1,0.0
104841,2475,1.79
104843,7,0.01
104847,2,0.0
104849,2,0.0
104854,3,0.0
104861,9,0.01
104863,70,0.05
104865,4,0.0
104867,3,0.0
104870,3,0.0
104872,3,0.0
104875,18,0.01
104879,895,0.65
104881,113,0.08
104883,18,0.01
104903,8,0.01
104906,49,0.04
104908,125,0.09
104913,810,0.58
104920,4,0.0
104923,8,0.01
104925,124,0.09
104932,1,0.0
104936,2,0.0
104938,1,0.0
104944,237,0.17
104947,8,0.01
104952,1,0.0
104954,1,0.0
104956,1,0.0
104959,4,0.0
104961,2,0.0
104969,4,0.0
104971,3,0.0
104973,2,0.0
104975,9,0.01
104984,6,0.0
104990,4,0.0
104993,1,0.0
104996,2,0.0
104998,11,0.01
105001,6,0.0
105011,3,0.0
105013,3,0.0
105015,1,0.0
105017,1,0.0
105020,2,0.0
105028,12,0.01
105030,2,0.0
105032,2,0.0
105034,6,0.0
105037,79,0.06
105040,5,0.0
105042,2,0.0
105044,2,0.0
105049,2,0.0
105051,1,0.0
105053,17,0.01
105055,2,0.0
105057,2,0.0
105068,1,0.0
105071,1,0.0
105073,2,0.0
105075,11,0.01
105077,2,0.0
105079,1,0.0
105081,1,0.0
105084,2,0.0
105086,5,0.0
105089,6,0.0
105091,8,0.01
105096,4,0.0
105098,3,0.0
105101,4,0.0
105104,1,0.0
105115,1,0.0
105117,2,0.0
105119,1,0.0
105121,7,0.01
105126,18,0.01
105128,5,0.0
105130,10,0.01
105133,9,0.01
105135,2,0.0
105142,1,0.0
105147,4,0.0
105150,1,0.0
105155,1,0.0
105157,6,0.0
105159,16,0.01
105161,1,0.0
105163,1,0.0
105165,3,0.0
105176,4,0.0
105178,4,0.0
105181,3,0.0
105184,1,0.0
105187,1,0.0
105189,3,0.0
105191,1,0.0
105193,6,0.0
105195,9,0.01
105197,370,0.27
105204,4,0.0
105206,5,0.0
105211,201,0.15
105213,406,0.29
105215,3,0.0
105217,9,0.01
105223,4,0.0
105227,5,0.0
105234,2,0.0
105236,1,0.0
105238,1,0.0
105240,1,0.0
105242,3,0.0
105244,3,0.0
105246,33,0.02
105248,21,0.02
105250,43,0.03
105252,1,0.0
105254,28,0.02
105257,2,0.0
105266,5,0.0
105269,5,0.0
105271,1,0.0
105275,2,0.0
105282,1,0.0
105288,4,0.0
105290,1,0.0
105292,3,0.0
105296,1,0.0
105299,2,0.0
105302,4,0.0
105304,1,0.0
105306,1,0.0
105308,3,0.0
105310,2,0.0
105314,1,0.0
105320,1,0.0
105323,3,0.0
105325,13,0.01
105328,1,0.0
105330,2,0.0
105335,1,0.0
105338,1,0.0
105340,6,0.0
105343,4,0.0
105345,7,0.01
105347,1,0.0
105351,71,0.05
105353,1,0.0
105355,356,0.26
105357,4,0.0
105359,4,0.0
105364,7,0.01
105366,3,0.0
105368,4,0.0
105375,9,0.01
105377,1,0.0
105379,1,0.0
105382,1,0.0
105386,23,0.02
105388,2,0.0
105390,1,0.0
105404,6,0.0
105406,1,0.0
105408,1,0.0
105410,2,0.0
105412,1,0.0
105414,2,0.0
105416,1,0.0
105420,31,0.02
105423,2,0.0
105429,33,0.02
105435,1,0.0
105439,1,0.0
105442,3,0.0
105444,1,0.0
105446,1,0.0
105448,1,0.0
105450,1,0.0
105453,2,0.0
105455,1,0.0
105463,1,0.0
105465,1,0.0
105468,117,0.08
105470,1,0.0
105474,1,0.0
105477,6,0.0
105481,1,0.0
105484,4,0.0
105490,2,0.0
105492,1,0.0
105495,3,0.0
105497,4,0.0
105499,1,0.0
105502,3,0.0
105504,1119,0.81
105506,2,0.0
105509,11,0.01
105519,22,0.02
105521,1,0.0
105526,1,0.0
105529,1,0.0
105531,25,0.02
105533,2,0.0
105538,3,0.0
105540,1,0.0
105554,5,0.0
105560,2,0.0
105563,2,0.0
105565,1,0.0
105571,1,0.0
105575,2,0.0
105577,2,0.0
105579,5,0.0
105581,1,0.0
105583,2,0.0
105585,99,0.07
105591,1,0.0
105593,134,0.1
105595,2,0.0
105597,7,0.01
105599,2,0.0
105601,2,0.0
105606,1,0.0
105608,5,0.0
105612,1,0.0
105616,1,0.0
105618,2,0.0
105620,14,0.01
105622,5,0.0
105628,2,0.0
105630,4,0.0
105653,255,0.18
105659,2,0.0
105663,1,0.0
105665,1,0.0
105700,2,0.0
105703,18,0.01
105709,2,0.0
105713,1,0.0
105715,5,0.0
105717,1,0.0
105720,2,0.0
105728,2,0.0
105731,137,0.1
105733,1,0.0
105742,47,0.03
105744,3,0.0
105746,11,0.01
105748,2,0.0
105753,5,0.0
105755,115,0.08
105759,7,0.01
105761,1,0.0
105763,3,0.0
105765,1,0.0
105767,1,0.0
105769,48,0.03
105772,2,0.0
105776,2,0.0
105778,3,0.0
105794,3,0.0
105799,16,0.01
105801,25,0.02
105803,1,0.0
105805,2,0.0
105811,6,0.0
105813,8,0.01
105815,3,0.0
105819,2,0.0
105821,2,0.0
105825,5,0.0
105827,2,0.0
105829,1,0.0
105831,1,0.0
105833,2,0.0
105835,90,0.06
105837,5,0.0
105841,1,0.0
105844,1055,0.76
105846,1,0.0
105849,3,0.0
105855,5,0.0
105863,10,0.01
105865,1,0.0
105869,56,0.04
105873,2,0.0
105884,1,0.0
105886,1,0.0
105888,2,0.0
105890,1,0.0
105892,3,0.0
105899,1,0.0
105901,3,0.0
105906,1,0.0
105911,18,0.01
105915,1,0.0
105918,1,0.0
105928,5,0.0
105936,1,0.0
105938,1,0.0
105943,14,0.01
105945,6,0.0
105948,3,0.0
105950,2,0.0
105952,7,0.01
105954,193,0.14
105959,1,0.0
105965,5,0.0
105968,6,0.0
105972,4,0.0
105974,2,0.0
105976,2,0.0
105978,1,0.0
105980,3,0.0
105982,1,0.0
105985,1,0.0
105987,9,0.01
105999,2,0.0
106002,662,0.48
106004,1,0.0
106006,1,0.0
106011,32,0.02
106017,1,0.0
106019,3,0.0
106022,60,0.04
106024,1,0.0
106026,2,0.0
106030,72,0.05
106032,1,0.0
106046,2,0.0
106048,3,0.0
106052,2,0.0
106054,3,0.0
106057,1,0.0
106059,3,0.0
106062,128,0.09
106064,3,0.0
106066,3,0.0
106068,1,0.0
106072,886,0.64
106074,2,0.0
106076,1,0.0
106078,1,0.0
106082,1,0.0
106090,1,0.0
106092,1,0.0
106094,4,0.0
106098,1,0.0
106100,1020,0.74
106102,19,0.01
106107,1,0.0
106109,5,0.0
106111,14,0.01
106113,1,0.0
106115,1,0.0
106136,1,0.0
106138,7,0.01
106141,1,0.0
106144,31,0.02
106147,1,0.0
106156,8,0.01
106158,1,0.0
106160,3,0.0
106163,25,0.02
106165,13,0.01
106168,2,0.0
106170,1,0.0
106173,4,0.0
106190,1,0.0
106193,1,0.0
106195,53,0.04
106197,25,0.02
106200,17,0.01
106202,1,0.0
106204,17,0.01
106208,1,0.0
106210,5,0.0
106212,6,0.0
106214,5,0.0
106220,16,0.01
106222,12,0.01
106224,1,0.0
106226,2,0.0
106228,1,0.0
106230,4,0.0
106232,1,0.0
106234,14,0.01
106236,13,0.01
106238,2,0.0
106240,35,0.03
106243,5,0.0
106250,1,0.0
106254,10,0.01
106256,2,0.0
106270,1,0.0
106272,1,0.0
106275,1,0.0
106277,1,0.0
106295,2,0.0
106297,2,0.0
106300,2,0.0
106302,4,0.0
106306,2,0.0
106310,2,0.0
106320,3,0.0
106326,5,0.0
106330,152,0.11
106332,27,0.02
106334,11,0.01
106336,1,0.0
106342,1,0.0
106344,9,0.01
106346,2,0.0
106348,1,0.0
106351,3,0.0
106353,3,0.0
106355,2,0.0
106363,1,0.0
106365,5,0.0
106369,3,0.0
106374,5,0.0
106376,2,0.0
106378,4,0.0
106387,1,0.0
106389,2,0.0
106391,2,0.0
106397,2,0.0
106399,1,0.0
106401,1,0.0
106403,1,0.0
106405,4,0.0
106407,8,0.01
106417,2,0.0
106421,6,0.0
106431,3,0.0
106434,1,0.0
106436,1,0.0
106438,418,0.3
106441,207,0.15
106443,6,0.0
106450,1,0.0
106452,89,0.06
106455,2,0.0
106458,1,0.0
106460,1,0.0
106462,3,0.0
106464,7,0.01
106466,2,0.0
106471,13,0.01
106473,8,0.01
106475,1,0.0
106485,3,0.0
106487,1873,1.35
106489,1645,1.19
106491,226,0.16
106493,2,0.0
106495,1,0.0
106498,3,0.0
106501,2,0.0
106503,18,0.01
106506,2,0.0
106508,20,0.01
106510,7,0.01
106515,1,0.0
106517,1,0.0
106519,1,0.0
106525,1,0.0
106527,1,0.0
106529,2,0.0
106538,3,0.0
106540,99,0.07
106542,22,0.02
106549,4,0.0
106559,4,0.0
106561,6,0.0
106563,1,0.0
106565,1,0.0
106579,1,0.0
106581,1,0.0
106583,4,0.0
106590,10,0.01
106592,2,0.0
106594,5,0.0
106599,2,0.0
106607,1,0.0
106609,1,0.0
106611,1,0.0
106614,5,0.0
106616,1,0.0
106618,1,0.0
106620,2,0.0
106624,9,0.01
106634,2,0.0
106642,417,0.3
106644,2,0.0
106646,10,0.01
106648,1,0.0
106672,1,0.0
106674,2,0.0
106676,2,0.0
106680,3,0.0
106682,1,0.0
106684,2,0.0
106686,1,0.0
106688,4,0.0
106690,2,0.0
106696,1164,0.84
106698,4,0.0
106700,3,0.0
106702,1,0.0
106704,1,0.0
106722,3,0.0
106725,1,0.0
106727,5,0.0
106729,1,0.0
106734,2,0.0
106736,2,0.0
106739,5,0.0
106741,1,0.0
106745,2,0.0
106747,2,0.0
106749,23,0.02
106751,10,0.01
106753,1,0.0
106762,29,0.02
106766,459,0.33
106768,3,0.0
106782,2031,1.47
106785,93,0.07
106791,1,0.0
106794,2,0.0
106820,1,0.0
106822,1,0.0
106824,1,0.0
106832,2,0.0
106834,1,0.0
106839,45,0.03
106841,186,0.13
106848,3,0.0
106850,7,0.01
106852,7,0.01
106854,2,0.0
106861,8,0.01
106863,6,0.0
106866,1,0.0
106868,4,0.0
106870,14,0.01
106873,21,0.02
106877,2,0.0
106879,5,0.0
106881,6,0.0
106883,13,0.01
106887,2,0.0
106889,55,0.04
106892,9,0.01
106895,2,0.0
106897,3,0.0
106906,5,0.0
106910,5,0.0
106914,3,0.0
106916,1199,0.87
106918,703,0.51
106920,1800,1.3
106922,6,0.0
106924,6,0.0
106927,6,0.0
106967,1,0.0
106970,2,0.0
106972,2,0.0
106981,2,0.0
106983,37,0.03
106986,3,0.0
106988,1,0.0
106990,1,0.0
106992,1,0.0
106994,1,0.0
106996,1,0.0
106998,2,0.0
107000,11,0.01
107002,9,0.01
107004,6,0.0
107011,1,0.0
107013,2,0.0
107017,18,0.01
107020,2,0.0
107022,4,0.0
107024,22,0.02
107028,3,0.0
107032,1,0.0
107039,1,0.0
107042,22,0.02
107050,1,0.0
107052,17,0.01
107055,1,0.0
107057,21,0.02
107059,2,0.0
107061,3,0.0
107065,1,0.0
107067,3,0.0
107069,320,0.23
107075,2,0.0
107077,2,0.0
107079,2,0.0
107081,7,0.01
107083,8,0.01
107085,1,0.0
107096,1,0.0
107098,2,0.0
107100,1,0.0
107102,2,0.0
107106,1,0.0
107115,3,0.0
107117,21,0.02
107128,1,0.0
107130,15,0.01
107132,1,0.0
107137,18,0.01
107141,479,0.35
107143,2,0.0
107145,3,0.0
107147,1,0.0
107153,1,0.0
107155,1,0.0
107157,1,0.0
107159,4,0.0
107161,5,0.0
107172,1,0.0
107174,1,0.0
107176,3,0.0
107178,1,0.0
107183,1,0.0
107185,4,0.0
107188,5,0.0
107194,1,0.0
107196,25,0.02
107199,1,0.0
107202,1,0.0
107204,1,0.0
107207,2,0.0
107209,3,0.0
107213,2,0.0
107215,2,0.0
107217,2,0.0
107224,2,0.0
107230,2,0.0
107232,1,0.0
107234,1,0.0
107236,1,0.0
107238,1,0.0
107241,1,0.0
107243,1,0.0
107248,1,0.0
107252,1,0.0
107262,3,0.0
107264,7,0.01
107266,1,0.0
107268,1,0.0
107270,1,0.0
107274,4,0.0
107278,2,0.0
107281,2,0.0
107295,2,0.0
107297,3,0.0
107299,11,0.01
107302,5,0.0
107304,7,0.01
107306,3,0.0
107309,6,0.0
107312,11,0.01
107314,84,0.06
107316,1,0.0
107328,2,0.0
107334,6,0.0
107338,2,0.0
107342,3,0.0
107344,3,0.0
107346,2,0.0
107348,343,0.25
107350,5,0.0
107352,5,0.0
107354,5,0.0
107357,6,0.0
107359,6,0.0
107361,4,0.0
107368,12,0.01
107370,1,0.0
107372,1,0.0
107380,7,0.01
107382,3,0.0
107397,2,0.0
107400,7,0.01
107402,2,0.0
107404,1,0.0
107406,541,0.39
107408,3,0.0
107410,15,0.01
107412,5,0.0
107418,3,0.0
107422,1,0.0
107424,1,0.0
107426,4,0.0
107434,1,0.0
107436,23,0.02
107445,7,0.01
107447,11,0.01
107449,4,0.0
107456,1,0.0
107458,1,0.0
107460,2,0.0
107462,12,0.01
107466,1,0.0
107477,4,0.0
107484,2,0.0
107499,1,0.0
107501,2,0.0
107503,2,0.0
107516,2,0.0
107537,7,0.01
107539,6,0.0
107541,14,0.01
107543,2,0.0
107548,1,0.0
107551,1,0.0
107555,5,0.0
107557,6,0.0
107559,8,0.01
107561,1,0.0
107563,10,0.01
107565,14,0.01
107567,1,0.0
107569,2,0.0
107573,1,0.0
107575,1,0.0
107577,1,0.0
107579,2,0.0
107581,1,0.0
107584,4,0.0
107589,1,0.0
107591,2,0.0
107595,1,0.0
107601,2,0.0
107603,2,0.0
107610,2,0.0
107612,2,0.0
107614,3,0.0
107617,2,0.0
107619,2,0.0
107621,1,0.0
107623,1,0.0
107625,3,0.0
107627,29,0.02
107630,5,0.0
107632,1,0.0
107634,2,0.0
107636,1,0.0
107638,1,0.0
107643,2,0.0
107645,1,0.0
107647,2,0.0
107649,23,0.02
107651,1,0.0
107653,10,0.01
107658,4,0.0
107662,3,0.0
107664,2,0.0
107667,1,0.0
107669,1,0.0
107671,1,0.0
107673,3,0.0
107675,7,0.01
107677,9,0.01
107682,3,0.0
107684,5,0.0
107686,1,0.0
107690,1,0.0
107692,4,0.0
107696,2,0.0
107698,1,0.0
107700,9,0.01
107702,44,0.03
107704,11,0.01
107707,9,0.01
107710,6,0.0
107713,1,0.0
107716,3,0.0
107718,27,0.02
107723,6,0.0
107725,6,0.0
107730,2,0.0
107732,2,0.0
107735,2,0.0
107737,14,0.01
107740,4,0.0
107743,5,0.0
107745,4,0.0
107747,2,0.0
107752,1,0.0
107754,1,0.0
107756,20,0.01
107758,3,0.0
107762,2,0.0
107765,1,0.0
107767,2,0.0
107769,33,0.02
107771,225,0.16
107778,1,0.0
107780,7,0.01
107782,1,0.0
107827,2,0.0
107836,1,0.0
