userId,n_u,pct_items_rated
117899,20,0.07
117900,21,0.08
117901,147,0.55
117902,47,0.18
117903,142,0.53
117904,693,2.59
117905,290,1.08
117906,239,0.89
117907,38,0.14
117908,22,0.08
117909,20,0.07
117910,236,0.88
117911,46,0.17
117912,60,0.22
117913,116,0.43
117914,34,0.13
117915,440,1.65
117916,32,0.12
117917,22,0.08
117918,410,1.53
117919,404,1.51
117920,132,0.49
117921,20,0.07
117922,57,0.21
117923,94,0.35
117924,432,1.62
117925,347,1.3
117926,36,0.13
117927,28,0.1
117928,28,0.1
117929,126,0.47
117930,32,0.12
117931,226,0.85
117932,73,0.27
117933,220,0.82
117934,39,0.15
117935,44,0.16
117936,24,0.09
117937,64,0.24
117938,220,0.82
117939,78,0.29
117940,44,0.16
117941,29,0.11
117942,32,0.12
117943,83,0.31
117944,24,0.09
117945,26,0.1
117946,33,0.12
117947,79,0.3
117948,1669,6.24
117949,55,0.21
117950,68,0.25
117951,490,1.83
117952,129,0.48
117953,29,0.11
117954,137,0.51
117955,59,0.22
117956,30,0.11
117957,25,0.09
117958,523,1.96
117959,469,1.75
117960,21,0.08
117961,422,1.58
117962,53,0.2
117963,76,0.28
117964,88,0.33
117965,27,0.1
117966,36,0.13
117967,56,0.21
117968,28,0.1
117969,20,0.07
117970,287,1.07
117971,326,1.22
117972,30,0.11
117973,20,0.07
117974,90,0.34
117975,27,0.1
117976,115,0.43
117977,74,0.28
117978,102,0.38
117979,30,0.11
117980,732,2.74
117981,214,0.8
117982,139,0.52
117983,218,0.82
117984,262,0.98
117985,56,0.21
117986,25,0.09
117987,1167,4.36
117988,23,0.09
117989,50,0.19
117990,33,0.12
117991,25,0.09
117992,22,0.08
117993,21,0.08
117994,102,0.38
117995,375,1.4
117996,47,0.18
117997,194,0.73
117998,320,1.2
117999,34,0.13
118000,22,0.08
118001,272,1.02
118002,369,1.38
118003,179,0.67
118004,195,0.73
118005,134,0.5
118006,236,0.88
118007,105,0.39
118008,34,0.13
118009,149,0.56
118010,482,1.8
118011,36,0.13
118012,91,0.34
118013,87,0.33
118014,206,0.77
118015,54,0.2
118016,55,0.21
118017,41,0.15
118018,25,0.09
118019,85,0.32
118020,24,0.09
118021,24,0.09
118022,289,1.08
118023,74,0.28
118024,194,0.73
118025,236,0.88
118026,61,0.23
118027,73,0.27
118028,112,0.42
118029,109,0.41
118030,61,0.23
118031,50,0.19
118032,510,1.91
118033,128,0.48
118034,366,1.37
118035,25,0.09
118036,86,0.32
118037,23,0.09
118038,160,0.6
118039,38,0.14
118040,21,0.08
118041,153,0.57
118042,21,0.08
118043,37,0.14
118044,29,0.11
118045,145,0.54
118046,68,0.25
118047,132,0.49
118048,36,0.13
118049,128,0.48
118050,262,0.98
118051,216,0.81
118052,20,0.07
118053,101,0.38
118054,484,1.81
118055,148,0.55
118056,27,0.1
118057,240,0.9
118058,122,0.46
118059,25,0.09
118060,190,0.71
118061,136,0.51
118062,228,0.85
118063,82,0.31
118064,115,0.43
118065,82,0.31
118066,118,0.44
118067,451,1.69
118068,135,0.5
118069,149,0.56
118070,372,1.39
118071,89,0.33
118072,145,0.54
118073,61,0.23
118074,399,1.49
118075,112,0.42
118076,26,0.1
118077,42,0.16
118078,130,0.49
118079,176,0.66
118080,24,0.09
118081,65,0.24
118082,323,1.21
118083,31,0.12
118084,54,0.2
118085,38,0.14
118086,74,0.28
118087,54,0.2
118088,31,0.12
118089,34,0.13
118090,87,0.33
118091,146,0.55
118092,82,0.31
118093,98,0.37
118094,38,0.14
118095,47,0.18
118096,134,0.5
118097,21,0.08
118098,114,0.43
118099,107,0.4
118100,202,0.76
118101,140,0.52
118102,96,0.36
118103,32,0.12
118104,94,0.35
118105,27,0.1
118106,1486,5.56
118107,193,0.72
118108,22,0.08
118109,127,0.47
118110,87,0.33
118111,339,1.27
118112,334,1.25
118113,65,0.24
118114,42,0.16
118115,70,0.26
118116,63,0.24
118117,24,0.09
118118,32,0.12
118119,79,0.3
118120,68,0.25
118121,183,0.68
118122,44,0.16
118123,118,0.44
118124,25,0.09
118125,77,0.29
118126,65,0.24
118127,400,1.5
118128,574,2.15
118129,160,0.6
118130,125,0.47
118131,94,0.35
118132,165,0.62
118133,25,0.09
118134,522,1.95
118135,219,0.82
118136,21,0.08
118137,113,0.42
118138,577,2.16
118139,109,0.41
118140,35,0.13
118141,24,0.09
118142,142,0.53
118143,125,0.47
118144,92,0.34
118145,297,1.11
118146,50,0.19
118147,53,0.2
118148,21,0.08
118149,40,0.15
118150,146,0.55
118151,51,0.19
118152,314,1.17
118153,333,1.25
118154,90,0.34
118155,752,2.81
118156,42,0.16
118157,23,0.09
118158,30,0.11
118159,162,0.61
118160,104,0.39
118161,88,0.33
118162,76,0.28
118163,87,0.33
118164,22,0.08
118165,60,0.22
118166,508,1.9
118167,135,0.5
118168,26,0.1
118169,37,0.14
118170,150,0.56
118171,38,0.14
118172,26,0.1
118173,34,0.13
118174,926,3.46
118175,362,1.35
118176,61,0.23
118177,300,1.12
118178,412,1.54
118179,201,0.75
118180,123,0.46
118181,33,0.12
118182,73,0.27
118183,32,0.12
118184,79,0.3
118185,54,0.2
118186,111,0.42
118187,25,0.09
118188,37,0.14
118189,126,0.47
118190,32,0.12
118191,610,2.28
118192,20,0.07
118193,247,0.92
118194,116,0.43
118195,43,0.16
118196,103,0.39
118197,138,0.52
118198,28,0.1
118199,48,0.18
118200,40,0.15
118201,22,0.08
118202,29,0.11
118203,120,0.45
118204,372,1.39
118205,9254,34.6
118206,83,0.31
118207,47,0.18
118208,46,0.17
118209,82,0.31
118210,61,0.23
118211,92,0.34
118212,132,0.49
118213,154,0.58
118214,65,0.24
118215,54,0.2
118216,143,0.53
118217,38,0.14
118218,201,0.75
118219,243,0.91
118220,46,0.17
118221,192,0.72
118222,119,0.44
118223,26,0.1
118224,43,0.16
118225,59,0.22
118226,230,0.86
118227,26,0.1
118228,25,0.09
118229,788,2.95
118230,37,0.14
118231,31,0.12
118232,55,0.21
118233,30,0.11
118234,49,0.18
118235,145,0.54
118236,827,3.09
118237,20,0.07
118238,233,0.87
118239,376,1.41
118240,41,0.15
118241,23,0.09
118242,44,0.16
118243,151,0.56
118244,23,0.09
118245,44,0.16
118246,20,0.07
118247,213,0.8
118248,27,0.1
118249,320,1.2
118250,50,0.19
118251,26,0.1
118252,137,0.51
118253,300,1.12
118254,712,2.66
118255,185,0.69
118256,514,1.92
118257,71,0.27
118258,147,0.55
118259,38,0.14
118260,268,1.0
118261,93,0.35
118262,61,0.23
118263,49,0.18
118264,51,0.19
118265,165,0.62
118266,573,2.14
118267,62,0.23
118268,110,0.41
118269,147,0.55
118270,115,0.43
118271,138,0.52
118272,153,0.57
118273,233,0.87
118274,31,0.12
118275,172,0.64
118276,79,0.3
118277,420,1.57
118278,26,0.1
118279,106,0.4
118280,25,0.09
118281,213,0.8
118282,60,0.22
118283,70,0.26
118284,21,0.08
118285,243,0.91
118286,24,0.09
118287,27,0.1
118288,104,0.39
118289,558,2.09
118290,21,0.08
118291,244,0.91
118292,33,0.12
118293,47,0.18
118294,65,0.24
118295,73,0.27
118296,171,0.64
118297,28,0.1
118298,287,1.07
118299,78,0.29
118300,84,0.31
118301,41,0.15
118302,33,0.12
118303,145,0.54
118304,39,0.15
118305,28,0.1
118306,21,0.08
118307,53,0.2
118308,24,0.09
118309,87,0.33
118310,101,0.38
118311,160,0.6
118312,33,0.12
118313,125,0.47
118314,131,0.49
118315,165,0.62
118316,93,0.35
118317,60,0.22
118318,25,0.09
118319,27,0.1
118320,144,0.54
118321,21,0.08
118322,37,0.14
118323,47,0.18
118324,52,0.19
118325,399,1.49
118326,136,0.51
118327,580,2.17
118328,33,0.12
118329,45,0.17
118330,108,0.4
118331,46,0.17
118332,21,0.08
118333,140,0.52
118334,136,0.51
118335,24,0.09
118336,182,0.68
118337,82,0.31
118338,47,0.18
118339,27,0.1
118340,21,0.08
118341,63,0.24
118342,50,0.19
118343,61,0.23
118344,1259,4.71
118345,48,0.18
118346,22,0.08
118347,253,0.95
118348,233,0.87
118349,407,1.52
118350,27,0.1
118351,127,0.47
118352,54,0.2
118353,163,0.61
118354,310,1.16
118355,33,0.12
118356,45,0.17
118357,28,0.1
118358,134,0.5
118359,30,0.11
118360,43,0.16
118361,336,1.26
118362,23,0.09
118363,79,0.3
118364,125,0.47
118365,79,0.3
118366,174,0.65
118367,26,0.1
118368,24,0.09
118369,64,0.24
118370,51,0.19
118371,78,0.29
118372,510,1.91
118373,22,0.08
118374,21,0.08
118375,240,0.9
118376,100,0.37
118377,529,1.98
118378,111,0.42
118379,36,0.13
118380,129,0.48
118381,534,2.0
118382,21,0.08
118383,258,0.96
118384,200,0.75
118385,30,0.11
118386,31,0.12
118387,100,0.37
118388,204,0.76
118389,113,0.42
118390,57,0.21
118391,37,0.14
118392,93,0.35
118393,512,1.91
118394,31,0.12
118395,67,0.25
118396,136,0.51
118397,177,0.66
118398,20,0.07
118399,26,0.1
118400,25,0.09
118401,61,0.23
118402,23,0.09
118403,125,0.47
118404,64,0.24
118405,85,0.32
118406,393,1.47
118407,61,0.23
118408,120,0.45
118409,81,0.3
118410,67,0.25
118411,67,0.25
118412,286,1.07
118413,67,0.25
118414,29,0.11
118415,51,0.19
118416,1312,4.91
118417,68,0.25
118418,33,0.12
118419,92,0.34
118420,55,0.21
118421,57,0.21
118422,38,0.14
118423,22,0.08
118424,46,0.17
118425,29,0.11
118426,24,0.09
118427,89,0.33
118428,46,0.17
118429,86,0.32
118430,72,0.27
118431,30,0.11
118432,383,1.43
118433,40,0.15
118434,366,1.37
118435,66,0.25
118436,380,1.42
118437,47,0.18
118438,222,0.83
118439,137,0.51
118440,25,0.09
118441,86,0.32
118442,93,0.35
118443,355,1.33
118444,43,0.16
118445,66,0.25
118446,32,0.12
118447,138,0.52
118448,69,0.26
118449,245,0.92
118450,29,0.11
118451,27,0.1
118452,47,0.18
118453,191,0.71
118454,53,0.2
118455,62,0.23
118456,68,0.25
118457,25,0.09
118458,55,0.21
118459,105,0.39
118460,27,0.1
118461,107,0.4
118462,38,0.14
118463,60,0.22
118464,69,0.26
118465,349,1.3
118466,154,0.58
118467,23,0.09
118468,203,0.76
118469,73,0.27
118470,71,0.27
118471,276,1.03
118472,161,0.6
118473,152,0.57
118474,79,0.3
118475,29,0.11
118476,23,0.09
118477,161,0.6
118478,121,0.45
118479,66,0.25
118480,169,0.63
118481,76,0.28
118482,75,0.28
118483,162,0.61
118484,134,0.5
118485,569,2.13
118486,77,0.29
118487,100,0.37
118488,38,0.14
118489,40,0.15
118490,88,0.33
118491,134,0.5
118492,78,0.29
118493,49,0.18
118494,31,0.12
118495,142,0.53
118496,26,0.1
118497,102,0.38
118498,38,0.14
118499,46,0.17
118500,39,0.15
118501,32,0.12
118502,189,0.71
118503,588,2.2
118504,43,0.16
118505,99,0.37
118506,60,0.22
118507,28,0.1
118508,428,1.6
118509,20,0.07
118510,382,1.43
118511,60,0.22
118512,236,0.88
118513,347,1.3
118514,274,1.02
118515,235,0.88
118516,81,0.3
118517,55,0.21
118518,45,0.17
118519,54,0.2
118520,164,0.61
118521,55,0.21
118522,46,0.17
118523,254,0.95
118524,95,0.36
118525,32,0.12
118526,387,1.45
118527,67,0.25
118528,36,0.13
118529,128,0.48
118530,71,0.27
118531,21,0.08
118532,206,0.77
118533,141,0.53
118534,1572,5.88
118535,70,0.26
118536,246,0.92
118537,180,0.67
118538,32,0.12
118539,113,0.42
118540,232,0.87
118541,510,1.91
118542,83,0.31
118543,91,0.34
118544,55,0.21
118545,184,0.69
118546,20,0.07
118547,28,0.1
118548,71,0.27
118549,24,0.09
118550,179,0.67
118551,60,0.22
118552,87,0.33
118553,42,0.16
118554,31,0.12
118555,763,2.85
118556,150,0.56
118557,36,0.13
118558,61,0.23
118559,36,0.13
118560,118,0.44
118561,207,0.77
118562,60,0.22
118563,20,0.07
118564,36,0.13
118565,52,0.19
118566,151,0.56
118567,214,0.8
118568,559,2.09
118569,211,0.79
118570,23,0.09
118571,94,0.35
118572,20,0.07
118573,92,0.34
118574,34,0.13
118575,263,0.98
118576,22,0.08
118577,307,1.15
118578,39,0.15
118579,24,0.09
118580,256,0.96
118581,35,0.13
118582,100,0.37
118583,46,0.17
118584,29,0.11
118585,183,0.68
118586,22,0.08
118587,188,0.7
118588,184,0.69
118589,35,0.13
118590,98,0.37
118591,164,0.61
118592,31,0.12
118593,23,0.09
118594,20,0.07
118595,200,0.75
118596,806,3.01
118597,29,0.11
118598,180,0.67
118599,165,0.62
118600,212,0.79
118601,25,0.09
118602,23,0.09
118603,247,0.92
118604,88,0.33
118605,120,0.45
118606,189,0.71
118607,32,0.12
118608,44,0.16
118609,40,0.15
118610,64,0.24
118611,30,0.11
118612,38,0.14
118613,133,0.5
118614,39,0.15
118615,43,0.16
118616,23,0.09
118617,67,0.25
118618,20,0.07
118619,373,1.39
118620,175,0.65
118621,119,0.44
118622,351,1.31
118623,56,0.21
118624,24,0.09
118625,121,0.45
118626,250,0.93
118627,67,0.25
118628,49,0.18
118629,39,0.15
118630,41,0.15
118631,831,3.11
118632,702,2.62
118633,115,0.43
118634,106,0.4
118635,20,0.07
118636,55,0.21
118637,30,0.11
118638,50,0.19
118639,56,0.21
118640,82,0.31
118641,52,0.19
118642,81,0.3
118643,31,0.12
118644,214,0.8
118645,66,0.25
118646,46,0.17
118647,154,0.58
118648,164,0.61
118649,193,0.72
118650,31,0.12
118651,69,0.26
118652,24,0.09
118653,48,0.18
118654,22,0.08
118655,90,0.34
118656,51,0.19
118657,33,0.12
118658,84,0.31
118659,31,0.12
118660,130,0.49
118661,148,0.55
118662,108,0.4
118663,95,0.36
118664,117,0.44
118665,100,0.37
118666,163,0.61
118667,50,0.19
118668,20,0.07
118669,147,0.55
118670,27,0.1
118671,610,2.28
118672,23,0.09
118673,122,0.46
118674,47,0.18
118675,41,0.15
118676,27,0.1
118677,23,0.09
118678,27,0.1
118679,64,0.24
118680,33,0.12
118681,28,0.1
118682,39,0.15
118683,22,0.08
118684,160,0.6
118685,74,0.28
118686,92,0.34
118687,44,0.16
118688,24,0.09
118689,44,0.16
118690,356,1.33
118691,34,0.13
118692,50,0.19
118693,72,0.27
118694,38,0.14
118695,34,0.13
118696,22,0.08
118697,257,0.96
118698,791,2.96
118699,163,0.61
118700,37,0.14
118701,179,0.67
118702,90,0.34
118703,345,1.29
118704,57,0.21
118705,111,0.42
118706,202,0.76
118707,68,0.25
118708,80,0.3
118709,25,0.09
118710,138,0.52
118711,138,0.52
118712,242,0.9
118713,25,0.09
118714,246,0.92
118715,103,0.39
118716,93,0.35
118717,41,0.15
118718,172,0.64
118719,55,0.21
118720,40,0.15
118721,35,0.13
118722,65,0.24
118723,443,1.66
118724,29,0.11
118725,402,1.5
118726,58,0.22
118727,186,0.7
118728,270,1.01
118729,21,0.08
118730,58,0.22
118731,134,0.5
118732,34,0.13
118733,26,0.1
118734,202,0.76
118735,138,0.52
118736,127,0.47
118737,58,0.22
118738,24,0.09
118739,64,0.24
118740,91,0.34
118741,47,0.18
118742,54,0.2
118743,32,0.12
118744,92,0.34
118745,70,0.26
118746,26,0.1
118747,177,0.66
118748,50,0.19
118749,21,0.08
118750,44,0.16
118751,128,0.48
118752,94,0.35
118753,73,0.27
118754,2801,10.47
118755,106,0.4
118756,27,0.1
118757,80,0.3
118758,21,0.08
118759,167,0.62
118760,434,1.62
118761,60,0.22
118762,781,2.92
118763,26,0.1
118764,22,0.08
118765,72,0.27
118766,28,0.1
118767,20,0.07
118768,80,0.3
118769,22,0.08
118770,42,0.16
118771,39,0.15
118772,40,0.15
118773,26,0.1
118774,21,0.08
118775,45,0.17
118776,212,0.79
118777,503,1.88
118778,21,0.08
118779,34,0.13
118780,53,0.2
118781,139,0.52
118782,169,0.63
118783,156,0.58
118784,30,0.11
118785,42,0.16
118786,25,0.09
118787,41,0.15
118788,46,0.17
118789,181,0.68
118790,25,0.09
118791,36,0.13
118792,45,0.17
118793,80,0.3
118794,63,0.24
118795,321,1.2
118796,26,0.1
118797,30,0.11
118798,44,0.16
118799,23,0.09
118800,76,0.28
118801,26,0.1
118802,76,0.28
118803,211,0.79
118804,85,0.32
118805,33,0.12
118806,667,2.49
118807,53,0.2
118808,136,0.51
118809,25,0.09
118810,61,0.23
118811,266,0.99
118812,230,0.86
118813,416,1.56
118814,244,0.91
118815,22,0.08
118816,95,0.36
118817,62,0.23
118818,118,0.44
118819,33,0.12
118820,44,0.16
118821,143,0.53
118822,84,0.31
118823,138,0.52
118824,68,0.25
118825,82,0.31
118826,80,0.3
118827,180,0.67
118828,107,0.4
118829,29,0.11
118830,55,0.21
118831,525,1.96
118832,24,0.09
118833,24,0.09
118834,46,0.17
118835,32,0.12
118836,36,0.13
118837,25,0.09
118838,69,0.26
118839,397,1.48
118840,20,0.07
118841,37,0.14
118842,29,0.11
118843,148,0.55
118844,350,1.31
118845,432,1.62
118846,74,0.28
118847,714,2.67
118848,1638,6.12
118849,23,0.09
118850,41,0.15
118851,62,0.23
118852,502,1.88
118853,87,0.33
118854,23,0.09
118855,24,0.09
118856,226,0.85
118857,33,0.12
118858,22,0.08
118859,75,0.28
118860,829,3.1
118861,273,1.02
118862,49,0.18
118863,22,0.08
118864,70,0.26
118865,127,0.47
118866,25,0.09
118867,165,0.62
118868,32,0.12
118869,51,0.19
118870,78,0.29
118871,29,0.11
118872,110,0.41
118873,27,0.1
118874,58,0.22
118875,133,0.5
118876,51,0.19
118877,263,0.98
118878,29,0.11
118879,70,0.26
118880,22,0.08
118881,22,0.08
118882,1385,5.18
118883,52,0.19
118884,44,0.16
118885,40,0.15
118886,86,0.32
118887,221,0.83
118888,63,0.24
118889,239,0.89
118890,146,0.55
118891,49,0.18
118892,30,0.11
118893,202,0.76
118894,235,0.88
118895,826,3.09
118896,31,0.12
118897,39,0.15
118898,695,2.6
118899,96,0.36
118900,21,0.08
118901,76,0.28
118902,798,2.98
118903,46,0.17
118904,199,0.74
118905,23,0.09
118906,106,0.4
118907,25,0.09
118908,251,0.94
118909,33,0.12
118910,33,0.12
118911,49,0.18
118912,59,0.22
118913,44,0.16
118914,20,0.07
118915,340,1.27
118916,76,0.28
118917,44,0.16
118918,122,0.46
118919,249,0.93
118920,29,0.11
118921,155,0.58
118922,72,0.27
118923,24,0.09
118924,38,0.14
118925,175,0.65
118926,148,0.55
118927,30,0.11
118928,29,0.11
118929,34,0.13
118930,50,0.19
118931,34,0.13
118932,30,0.11
118933,28,0.1
118934,499,1.87
118935,32,0.12
118936,20,0.07
118937,35,0.13
118938,45,0.17
118939,102,0.38
118940,57,0.21
118941,30,0.11
118942,107,0.4
118943,259,0.97
118944,128,0.48
118945,62,0.23
118946,97,0.36
118947,458,1.71
118948,74,0.28
118949,30,0.11
118950,62,0.23
118951,38,0.14
118952,23,0.09
118953,204,0.76
118954,89,0.33
118955,1670,6.24
118956,57,0.21
118957,82,0.31
118958,47,0.18
118959,156,0.58
118960,71,0.27
118961,98,0.37
118962,152,0.57
118963,159,0.59
118964,111,0.42
118965,27,0.1
118966,65,0.24
118967,95,0.36
118968,20,0.07
118969,212,0.79
118970,22,0.08
118971,263,0.98
118972,44,0.16
118973,112,0.42
118974,26,0.1
118975,31,0.12
118976,32,0.12
118977,249,0.93
118978,29,0.11
118979,172,0.64
118980,28,0.1
118981,112,0.42
118982,38,0.14
118983,976,3.65
118984,196,0.73
118985,55,0.21
118986,55,0.21
118987,20,0.07
118988,55,0.21
118989,192,0.72
118990,20,0.07
118991,77,0.29
118992,28,0.1
118993,44,0.16
118994,30,0.11
118995,48,0.18
118996,27,0.1
118997,29,0.11
118998,431,1.61
118999,1595,5.96
119000,63,0.24
119001,132,0.49
119002,20,0.07
119003,104,0.39
119004,30,0.11
119005,108,0.4
119006,39,0.15
119007,20,0.07
119008,93,0.35
119009,23,0.09
119010,198,0.74
119011,21,0.08
119012,63,0.24
119013,1250,4.67
119014,74,0.28
119015,30,0.11
119016,40,0.15
119017,1090,4.08
119018,45,0.17
119019,45,0.17
119020,38,0.14
119021,134,0.5
119022,33,0.12
119023,40,0.15
119024,446,1.67
119025,22,0.08
119026,20,0.07
119027,145,0.54
119028,322,1.2
119029,37,0.14
119030,33,0.12
119031,227,0.85
119032,21,0.08
119033,49,0.18
119034,20,0.07
119035,91,0.34
119036,66,0.25
119037,33,0.12
119038,33,0.12
119039,20,0.07
119040,78,0.29
119041,180,0.67
119042,42,0.16
119043,84,0.31
119044,219,0.82
119045,104,0.39
119046,754,2.82
119047,202,0.76
119048,3120,11.67
119049,82,0.31
119050,21,0.08
119051,190,0.71
119052,85,0.32
119053,27,0.1
119054,297,1.11
119055,1002,3.75
119056,95,0.36
119057,22,0.08
119058,228,0.85
119059,41,0.15
119060,172,0.64
119061,120,0.45
119062,31,0.12
119063,28,0.1
119064,84,0.31
119065,20,0.07
119066,74,0.28
119067,1197,4.48
119068,31,0.12
119069,237,0.89
119070,141,0.53
119071,62,0.23
119072,43,0.16
119073,25,0.09
119074,140,0.52
119075,59,0.22
119076,51,0.19
119077,101,0.38
119078,307,1.15
119079,63,0.24
119080,45,0.17
119081,53,0.2
119082,165,0.62
119083,115,0.43
119084,31,0.12
119085,100,0.37
119086,225,0.84
119087,39,0.15
119088,487,1.82
119089,192,0.72
119090,227,0.85
119091,426,1.59
119092,208,0.78
119093,25,0.09
119094,103,0.39
119095,20,0.07
119096,54,0.2
119097,105,0.39
119098,716,2.68
119099,22,0.08
119100,57,0.21
119101,22,0.08
119102,403,1.51
119103,51,0.19
119104,109,0.41
119105,27,0.1
119106,64,0.24
119107,25,0.09
119108,26,0.1
119109,58,0.22
119110,208,0.78
119111,36,0.13
119112,92,0.34
119113,113,0.42
119114,45,0.17
119115,106,0.4
119116,243,0.91
119117,92,0.34
119118,158,0.59
119119,88,0.33
119120,84,0.31
119121,533,1.99
119122,395,1.48
119123,203,0.76
119124,514,1.92
119125,150,0.56
119126,43,0.16
119127,62,0.23
119128,573,2.14
119129,61,0.23
119130,151,0.56
119131,46,0.17
119132,455,1.7
119133,56,0.21
119134,40,0.15
119135,62,0.23
119136,85,0.32
119137,63,0.24
119138,47,0.18
119139,55,0.21
119140,632,2.36
119141,262,0.98
119142,30,0.11
119143,59,0.22
119144,23,0.09
119145,55,0.21
119146,33,0.12
119147,385,1.44
119148,1564,5.85
119149,174,0.65
119150,254,0.95
119151,50,0.19
119152,455,1.7
119153,104,0.39
119154,300,1.12
119155,377,1.41
119156,68,0.25
119157,480,1.79
119158,41,0.15
119159,28,0.1
119160,180,0.67
119161,41,0.15
119162,66,0.25
119163,276,1.03
119164,160,0.6
119165,60,0.22
119166,123,0.46
119167,110,0.41
119168,58,0.22
119169,153,0.57
119170,59,0.22
119171,20,0.07
119172,88,0.33
119173,28,0.1
119174,57,0.21
119175,378,1.41
119176,20,0.07
119177,43,0.16
119178,93,0.35
119179,394,1.47
119180,77,0.29
119181,182,0.68
119182,222,0.83
119183,44,0.16
119184,20,0.07
119185,45,0.17
119186,156,0.58
119187,140,0.52
119188,53,0.2
119189,50,0.19
119190,38,0.14
119191,92,0.34
119192,20,0.07
119193,177,0.66
119194,94,0.35
119195,75,0.28
119196,76,0.28
119197,413,1.54
119198,54,0.2
119199,59,0.22
119200,35,0.13
119201,195,0.73
119202,51,0.19
119203,311,1.16
119204,87,0.33
119205,67,0.25
119206,20,0.07
119207,177,0.66
119208,97,0.36
119209,32,0.12
119210,71,0.27
119211,63,0.24
119212,163,0.61
119213,63,0.24
119214,666,2.49
119215,86,0.32
119216,258,0.96
119217,25,0.09
119218,92,0.34
119219,46,0.17
119220,345,1.29
119221,64,0.24
119222,211,0.79
119223,614,2.3
119224,45,0.17
119225,117,0.44
119226,126,0.47
119227,76,0.28
119228,24,0.09
119229,37,0.14
119230,48,0.18
119231,34,0.13
119232,573,2.14
119233,57,0.21
119234,23,0.09
119235,38,0.14
119236,51,0.19
119237,27,0.1
119238,34,0.13
119239,26,0.1
119240,26,0.1
119241,33,0.12
119242,559,2.09
119243,33,0.12
119244,28,0.1
119245,36,0.13
119246,105,0.39
119247,59,0.22
119248,48,0.18
119249,43,0.16
119250,36,0.13
119251,100,0.37
119252,261,0.98
119253,108,0.4
119254,264,0.99
119255,58,0.22
119256,84,0.31
119257,88,0.33
119258,87,0.33
119259,707,2.64
119260,690,2.58
119261,21,0.08
119262,31,0.12
119263,32,0.12
119264,200,0.75
119265,351,1.31
119266,90,0.34
119267,120,0.45
119268,45,0.17
119269,133,0.5
119270,310,1.16
119271,1637,6.12
119272,83,0.31
119273,107,0.4
119274,352,1.32
119275,305,1.14
119276,26,0.1
119277,100,0.37
119278,307,1.15
119279,31,0.12
119280,33,0.12
119281,48,0.18
119282,156,0.58
119283,36,0.13
119284,134,0.5
119285,573,2.14
119286,246,0.92
119287,149,0.56
119288,44,0.16
119289,22,0.08
119290,41,0.15
119291,114,0.43
119292,24,0.09
119293,45,0.17
119294,27,0.1
119295,118,0.44
119296,50,0.19
119297,31,0.12
119298,43,0.16
119299,244,0.91
119300,46,0.17
119301,50,0.19
119302,27,0.1
119303,24,0.09
119304,138,0.52
119305,21,0.08
119306,75,0.28
119307,161,0.6
119308,35,0.13
119309,307,1.15
119310,20,0.07
119311,103,0.39
119312,134,0.5
119313,68,0.25
119314,24,0.09
119315,51,0.19
119316,25,0.09
119317,24,0.09
119318,48,0.18
119319,100,0.37
119320,72,0.27
119321,87,0.33
119322,29,0.11
119323,644,2.41
119324,48,0.18
119325,58,0.22
119326,25,0.09
119327,46,0.17
119328,97,0.36
119329,126,0.47
119330,94,0.35
119331,64,0.24
119332,178,0.67
119333,31,0.12
119334,27,0.1
119335,21,0.08
119336,51,0.19
119337,24,0.09
119338,298,1.11
119339,61,0.23
119340,97,0.36
119341,30,0.11
119342,20,0.07
119343,154,0.58
119344,254,0.95
119345,97,0.36
119346,20,0.07
119347,46,0.17
119348,130,0.49
119349,516,1.93
119350,53,0.2
119351,48,0.18
119352,25,0.09
119353,20,0.07
119354,40,0.15
119355,171,0.64
119356,138,0.52
119357,30,0.11
119358,36,0.13
119359,86,0.32
119360,388,1.45
119361,33,0.12
119362,23,0.09
119363,21,0.08
119364,190,0.71
119365,80,0.3
119366,31,0.12
119367,1919,7.18
119368,60,0.22
119369,241,0.9
119370,69,0.26
119371,138,0.52
119372,28,0.1
119373,93,0.35
119374,304,1.14
119375,52,0.19
119376,22,0.08
119377,434,1.62
119378,30,0.11
119379,24,0.09
119380,195,0.73
119381,62,0.23
119382,22,0.08
119383,121,0.45
119384,511,1.91
119385,59,0.22
119386,312,1.17
119387,80,0.3
119388,72,0.27
119389,48,0.18
119390,87,0.33
119391,221,0.83
119392,197,0.74
119393,407,1.52
119394,105,0.39
119395,30,0.11
119396,129,0.48
119397,83,0.31
119398,53,0.2
119399,33,0.12
119400,27,0.1
119401,47,0.18
119402,200,0.75
119403,33,0.12
119404,124,0.46
119405,83,0.31
119406,165,0.62
119407,94,0.35
119408,353,1.32
119409,41,0.15
119410,554,2.07
119411,186,0.7
119412,504,1.88
119413,46,0.17
119414,37,0.14
119415,342,1.28
119416,196,0.73
119417,23,0.09
119418,132,0.49
119419,113,0.42
119420,61,0.23
119421,109,0.41
119422,98,0.37
119423,230,0.86
119424,101,0.38
119425,42,0.16
119426,20,0.07
119427,20,0.07
119428,196,0.73
119429,88,0.33
119430,227,0.85
119431,28,0.1
119432,20,0.07
119433,25,0.09
119434,200,0.75
119435,81,0.3
119436,25,0.09
119437,186,0.7
119438,102,0.38
119439,20,0.07
119440,52,0.19
119441,128,0.48
119442,189,0.71
119443,101,0.38
119444,742,2.77
119445,1113,4.16
119446,146,0.55
119447,828,3.1
119448,311,1.16
119449,630,2.36
