asin,title,main_category,price,average_rating,rating_number,features,description,images
B00000410,BrandC Skincare Product 410,Skincare,131.69634745114735,3.945783931266364,670,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_410.jpg']
B00000411,BrandF Skincare Product 411,Skincare,13.309402046487095,4.2839430008865325,997,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_411.jpg']
B00000412,BrandB Haircare Product 412,Haircare,45.963738670400076,4.264030972040837,450,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_412.jpg']
B00000413,BrandA Bath Product 413,Bath,148.28997283008422,3.2728795051134663,606,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_413.jpg']
B00000414,BrandC Makeup Product 414,Makeup,71.9803753491338,3.891581829154458,946,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_414.jpg']
B00000415,BrandC Skincare Product 415,Skincare,148.77583911830635,3.2567885789082505,540,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_415.jpg']
B00000416,BrandB Fragrance Product 416,Fragrance,57.21179858575886,4.811049584659347,630,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_416.jpg']
B00000417,BrandD Bath Product 417,Bath,21.992154943500275,4.788381749328236,908,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_417.jpg']
B00000418,BrandA Skincare Product 418,Skincare,41.73189631177832,3.709992611663875,717,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_418.jpg']
B00000419,BrandA Tools Product 419,Tools,126.46083585519908,4.339205232267924,437,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_419.jpg']
B00000420,BrandE Haircare Product 420,Haircare,47.960641110025875,4.185623983306845,76,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_420.jpg']
B00000421,BrandD Bath Product 421,Bath,55.406725436152584,3.6660038261163956,847,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_421.jpg']
B00000422,BrandD Makeup Product 422,Makeup,102.65748657891301,4.11556683474005,363,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_422.jpg']
B00000423,BrandD Bath Product 423,Bath,18.41992796410993,4.12459363175582,557,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_423.jpg']
B00000424,BrandE Tools Product 424,Tools,98.89440638274463,4.509675639881696,320,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_424.jpg']
B00000425,BrandF Makeup Product 425,Makeup,69.17647587546654,4.643612887802174,21,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_425.jpg']
B00000426,BrandD Skincare Product 426,Skincare,147.37309240820255,3.9497730870124372,551,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_426.jpg']
B00000427,BrandD Tools Product 427,Tools,146.38304800792218,3.040052711851649,989,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_427.jpg']
B00000428,BrandA Fragrance Product 428,Fragrance,127.88466121269897,4.041915954544084,975,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_428.jpg']
B00000429,BrandB Bath Product 429,Bath,120.3062783609171,4.72937238406708,793,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_429.jpg']
B00000430,BrandF Fragrance Product 430,Fragrance,32.30256288665724,3.1262180661583003,813,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_430.jpg']
B00000431,BrandB Skincare Product 431,Skincare,57.83443026556892,3.7618190510219742,779,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_431.jpg']
B00000432,BrandA Haircare Product 432,Haircare,87.53231369973268,3.611048621316047,189,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_432.jpg']
B00000433,BrandB Bath Product 433,Bath,94.08320667048642,4.0313588553929955,428,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_433.jpg']
B00000434,BrandC Bath Product 434,Bath,90.44223352448732,4.133150724342837,253,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_434.jpg']
B00000435,BrandD Makeup Product 435,Makeup,140.28333005014827,3.232732795770952,603,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_435.jpg']
B00000436,BrandC Tools Product 436,Tools,104.40253289726678,4.064962385118852,471,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_436.jpg']
B00000437,BrandC Bath Product 437,Bath,120.60426108298859,3.6093582781960816,82,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_437.jpg']
B00000438,BrandC Tools Product 438,Tools,34.29343209811121,4.389902177804924,475,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_438.jpg']
B00000439,BrandD Bath Product 439,Bath,90.22580005031891,4.86546148095251,971,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_439.jpg']
B00000440,BrandE Skincare Product 440,Skincare,130.68202751816716,4.845514381026788,791,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_440.jpg']
B00000441,BrandF Skincare Product 441,Skincare,135.75662782097885,4.658664810282567,445,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_441.jpg']
B00000442,BrandC Haircare Product 442,Haircare,65.81282388812383,3.2927479843244982,126,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_442.jpg']
B00000443,BrandE Makeup Product 443,Makeup,13.613666972928177,3.2703325783096453,589,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_443.jpg']
B00000444,BrandD Tools Product 444,Tools,118.74130826603698,3.24407010424879,101,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_444.jpg']
B00000445,BrandF Tools Product 445,Tools,132.65472696372595,3.5555052474985223,456,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_445.jpg']
B00000446,BrandE Bath Product 446,Bath,12.47629334585601,4.20510632768573,672,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_446.jpg']
B00000447,BrandC Haircare Product 447,Haircare,89.02175269504355,3.383564911183721,354,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_447.jpg']
B00000448,BrandF Makeup Product 448,Makeup,149.2812844037674,3.1155611219927333,65,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_448.jpg']
B00000449,BrandC Skincare Product 449,Skincare,33.893066196999776,3.149259628674163,165,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_449.jpg']
B00000450,BrandF Bath Product 450,Bath,24.14641354149054,4.384322683388264,773,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_450.jpg']
B00000451,BrandD Skincare Product 451,Skincare,98.64654764188496,3.4577892096932272,110,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_451.jpg']
B00000452,BrandD Fragrance Product 452,Fragrance,34.32536339272123,4.311447345123312,431,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_452.jpg']
B00000453,BrandE Makeup Product 453,Makeup,134.12459013366532,3.8995692976426453,492,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_453.jpg']
B00000454,BrandD Haircare Product 454,Haircare,77.42887851488072,3.353774290287709,607,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_454.jpg']
B00000455,BrandF Tools Product 455,Tools,44.80123608009189,3.2676074725589777,414,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_455.jpg']
B00000456,BrandF Bath Product 456,Bath,46.37384922430479,4.52057964624427,835,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_456.jpg']
B00000457,BrandA Tools Product 457,Tools,55.29005528760633,4.668606731909535,502,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_457.jpg']
B00000458,BrandE Tools Product 458,Tools,122.21519566361854,4.919153288642066,173,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_458.jpg']
B00000459,BrandC Skincare Product 459,Skincare,47.21915913160389,4.292180246925016,926,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_459.jpg']
B00000460,BrandE Fragrance Product 460,Fragrance,78.35375918304895,3.3000973293879685,573,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_460.jpg']
B00000461,BrandB Fragrance Product 461,Fragrance,76.64253811162732,3.751776570291539,445,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_461.jpg']
B00000462,BrandF Tools Product 462,Tools,64.93512101398643,4.912444381297897,634,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_462.jpg']
B00000463,BrandA Skincare Product 463,Skincare,102.2169004690421,4.885662282826523,139,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_463.jpg']
B00000464,BrandE Fragrance Product 464,Fragrance,49.11147995086029,4.860637769675647,965,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_464.jpg']
B00000465,BrandD Tools Product 465,Tools,99.20820675315926,4.318707844411565,964,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_465.jpg']
B00000466,BrandA Bath Product 466,Bath,95.95070186640865,3.1333040811213797,865,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_466.jpg']
B00000467,BrandC Tools Product 467,Tools,24.79708718687837,4.976550542000263,96,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_467.jpg']
B00000468,BrandE Tools Product 468,Tools,15.323058753243687,4.492414514963677,394,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_468.jpg']
B00000469,BrandC Tools Product 469,Tools,19.9759418871362,3.024216950469775,654,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_469.jpg']
B00000470,BrandE Fragrance Product 470,Fragrance,64.26333240758774,3.9238938733419113,237,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_470.jpg']
B00000471,BrandD Haircare Product 471,Haircare,118.45149436536546,4.322741222140829,549,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_471.jpg']
B00000472,BrandC Haircare Product 472,Haircare,67.69833023678802,4.099232087437849,361,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_472.jpg']
B00000473,BrandF Makeup Product 473,Makeup,21.566472884297617,4.029315173147023,346,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_473.jpg']
B00000474,BrandA Skincare Product 474,Skincare,63.471549551405424,3.4113745243911104,570,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_474.jpg']
B00000475,BrandF Fragrance Product 475,Fragrance,46.49986198878832,3.13850861257172,226,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_475.jpg']
B00000476,BrandF Makeup Product 476,Makeup,135.41404363206345,3.6444310068892567,685,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_476.jpg']
B00000477,BrandC Fragrance Product 477,Fragrance,147.1958461102391,4.203763179272644,702,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_477.jpg']
B00000478,BrandB Fragrance Product 478,Fragrance,27.933404491268004,3.676535011988997,945,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_478.jpg']
B00000479,BrandA Makeup Product 479,Makeup,62.10338333725186,3.8641537658883918,133,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_479.jpg']
B00000480,BrandA Makeup Product 480,Makeup,32.915732205142206,3.547582615028213,989,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_480.jpg']
B00000481,BrandD Tools Product 481,Tools,37.64586858039122,4.773849800418539,897,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_481.jpg']
B00000482,BrandC Tools Product 482,Tools,104.00369088525005,3.6338449546898897,48,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_482.jpg']
B00000483,BrandD Skincare Product 483,Skincare,138.64971470953762,3.504482040346723,406,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_483.jpg']
B00000484,BrandE Bath Product 484,Bath,146.97561903208342,4.496383811957995,247,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_484.jpg']
B00000485,BrandC Fragrance Product 485,Fragrance,54.80837655293769,4.506374671826806,354,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_485.jpg']
B00000486,BrandD Bath Product 486,Bath,16.044323011581632,3.3296296314588743,550,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_486.jpg']
B00000487,BrandD Tools Product 487,Tools,124.4899461799723,3.427022732621344,416,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_487.jpg']
B00000488,BrandE Fragrance Product 488,Fragrance,67.87830290133661,4.516370022153074,362,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_488.jpg']
B00000489,BrandF Haircare Product 489,Haircare,89.10307900026226,4.377770604100181,816,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_489.jpg']
B00000490,BrandA Fragrance Product 490,Fragrance,116.55701518604212,3.320143269909146,371,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_490.jpg']
B00000491,BrandA Makeup Product 491,Makeup,113.8396886118102,4.762901559350043,909,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_491.jpg']
B00000492,BrandB Haircare Product 492,Haircare,102.05844378892323,3.6218578600151083,414,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_492.jpg']
B00000493,BrandC Bath Product 493,Bath,36.32346284615826,3.7107691373714786,22,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_493.jpg']
B00000494,BrandD Skincare Product 494,Skincare,83.38228390166272,4.6960955822615436,323,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_494.jpg']
B00000495,BrandD Bath Product 495,Bath,114.4027295823725,3.4049611203304746,427,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_495.jpg']
B00000496,BrandA Tools Product 496,Tools,104.97303519971986,4.512529315782905,744,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_496.jpg']
B00000497,BrandC Bath Product 497,Bath,149.4868072678146,3.7366190610136965,390,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_497.jpg']
B00000498,BrandD Fragrance Product 498,Fragrance,119.25596866061844,3.4344181953824213,163,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_498.jpg']
B00000499,BrandF Tools Product 499,Tools,67.76705771880732,4.3912362929936135,414,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_499.jpg']
B00000500,BrandF Makeup Product 500,Makeup,33.36391649968193,3.3626385598510105,950,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_500.jpg']
B00000501,BrandA Fragrance Product 501,Fragrance,92.34831737277467,3.9619457797722477,535,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_501.jpg']
B00000502,BrandE Haircare Product 502,Haircare,91.19773023993838,4.122969175919048,909,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_502.jpg']
B00000503,BrandB Bath Product 503,Bath,93.91165519281074,4.204291288104962,197,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_503.jpg']
B00000504,BrandC Fragrance Product 504,Fragrance,79.75579551688351,3.1541165582686626,415,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_504.jpg']
B00000505,BrandD Tools Product 505,Tools,119.88557679560546,4.415361869481831,936,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_505.jpg']
B00000506,BrandC Fragrance Product 506,Fragrance,71.62785971376869,3.2949050534125677,192,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_506.jpg']
B00000507,BrandA Skincare Product 507,Skincare,22.40406015514641,3.4412239054224223,772,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_507.jpg']
B00000508,BrandC Fragrance Product 508,Fragrance,117.32239335603006,4.467231660084625,127,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_508.jpg']
B00000509,BrandA Tools Product 509,Tools,68.97472746117009,4.272354729416465,761,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_509.jpg']
B00000510,BrandF Haircare Product 510,Haircare,148.7577004549825,4.494439175484075,880,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_510.jpg']
B00000511,BrandB Skincare Product 511,Skincare,92.28771052070775,3.368952506267279,582,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_511.jpg']
B00000512,BrandB Makeup Product 512,Makeup,33.14117553582444,4.400503918889042,871,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_512.jpg']
B00000513,BrandF Bath Product 513,Bath,48.22991339619374,4.036157532477631,886,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_513.jpg']
B00000514,BrandE Haircare Product 514,Haircare,17.8590544782694,4.7054560397514225,931,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_514.jpg']
B00000515,BrandE Haircare Product 515,Haircare,127.87069935085322,3.372202835692555,58,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_515.jpg']
B00000516,BrandB Tools Product 516,Tools,141.22946119022103,4.412038015328049,611,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_516.jpg']
B00000517,BrandF Fragrance Product 517,Fragrance,111.91150297632713,3.9929223047105995,650,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_517.jpg']
B00000518,BrandD Skincare Product 518,Skincare,117.17180585875536,3.317816335338707,837,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_518.jpg']
B00000519,BrandD Fragrance Product 519,Fragrance,65.83704415852212,4.845246116175579,994,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_519.jpg']
B00000520,BrandE Fragrance Product 520,Fragrance,19.654122289898964,3.1141094423025084,423,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_520.jpg']
B00000521,BrandD Bath Product 521,Bath,48.60077943337731,3.551224677357891,279,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_521.jpg']
B00000522,BrandF Makeup Product 522,Makeup,70.04416304054541,4.689578872572043,591,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_522.jpg']
B00000523,BrandA Fragrance Product 523,Fragrance,78.2599671142738,3.067227200366565,605,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_523.jpg']
B00000524,BrandB Makeup Product 524,Makeup,88.67899864535295,3.6918408950033887,699,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_524.jpg']
B00000525,BrandC Skincare Product 525,Skincare,58.62806567623797,4.799666691374545,987,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_525.jpg']
B00000526,BrandD Haircare Product 526,Haircare,27.918349194702095,4.76427122856412,926,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_526.jpg']
B00000527,BrandB Makeup Product 527,Makeup,68.63106467038259,3.5203155819241023,322,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_527.jpg']
B00000528,BrandB Tools Product 528,Tools,147.13711765344596,3.289930144759634,608,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_528.jpg']
B00000529,BrandE Makeup Product 529,Makeup,89.14623564002538,3.927864973376672,866,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_529.jpg']
B00000530,BrandD Tools Product 530,Tools,58.93089209215463,3.2281915697758667,187,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_530.jpg']
B00000531,BrandD Tools Product 531,Tools,68.5185907418678,3.1776804901751285,607,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_531.jpg']
B00000532,BrandA Skincare Product 532,Skincare,147.27235508015485,3.4548189917227576,37,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_532.jpg']
B00000533,BrandC Makeup Product 533,Makeup,19.47357066600022,4.415670194459537,538,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_533.jpg']
B00000534,BrandF Makeup Product 534,Makeup,41.6605872225917,4.6938374561771194,851,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_534.jpg']
B00000535,BrandE Tools Product 535,Tools,142.3977405800395,4.699950742961324,75,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_535.jpg']
B00000536,BrandB Makeup Product 536,Makeup,130.67816717659812,3.920324528976879,688,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_536.jpg']
B00000537,BrandD Bath Product 537,Bath,18.718234823463987,4.025005297540663,965,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_537.jpg']
B00000538,BrandB Haircare Product 538,Haircare,146.928654516294,4.587979432736012,570,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_538.jpg']
B00000539,BrandD Tools Product 539,Tools,86.27868627183219,4.516850035738222,893,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_539.jpg']
B00000540,BrandE Bath Product 540,Bath,102.34811129526392,3.3232396225717427,791,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_540.jpg']
B00000541,BrandE Haircare Product 541,Haircare,73.17350818533833,4.96997931228175,35,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_541.jpg']
B00000542,BrandB Skincare Product 542,Skincare,19.128642776468887,3.9278627536246655,977,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_542.jpg']
B00000543,BrandA Fragrance Product 543,Fragrance,64.70197118590585,4.596688376448657,688,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_543.jpg']
B00000544,BrandA Fragrance Product 544,Fragrance,65.63339466794432,3.186815943950591,718,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_544.jpg']
B00000545,BrandC Haircare Product 545,Haircare,38.527304277876475,4.046659262389483,929,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_545.jpg']
B00000546,BrandD Fragrance Product 546,Fragrance,116.04746387051843,3.552883381166792,81,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_546.jpg']
